img_name,tnbc,CAF,firstorder_Mean,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Entropy,firstorder_Minimum,firstorder_Maximum,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,shape2D_MeshSurface,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MaximumDiameter,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,glcm_JointEnergy,glcm_Contrast,glcm_Correlation,glcm_SumSquares,glcm_SumAverage,glcm_JointEntropy,glcm_DifferenceVariance,glcm_DifferenceEntropy,glcm_DifferenceAverage,glcm_Imc1,glcm_Imc2,glcm_Autocorrelation,glcm_ClusterShade,glcm_ClusterProminence,glcm_MaximumProbability,glcm_InverseVariance
segment_459,1,0,79.421875,24.17436962,-1.43733382,5.49245886,1.84637041,0,120,84.5,20.5,120,40.5,64,166.9360749,4.12187839,0.135139481,7.399762043,191.4810696,198.6253338,131.8018911,0.663570395,0.41546103,0.11805556,0.78762307,0.27929688,8.5625,1.58852664,0.10407022,0.52341139,0.11805556,-0.55064247,0.83423408,18.59722222,-0.14648438,2.52806261,0.53472222,0.11805556
segment_46,1,0,56.45360825,36.25397827,-0.06565323,1.73049207,2.30803822,1,131,56,74,130,64.5,97,247.8477631,3.84260098,0.114868192,8.705630183,305.7973185,329.2883689,214.9326657,0.652718668,0.28645833,0.14583333,0.96421725,2.19856771,5.4375,2.18709271,0.12413194,0.39261772,0.10416667,-0.82182736,0.97081664,9.54166667,-2.36523438,104.050415,0.375,0.06770833
segment_460,1,0,58.97260274,23.59647791,-1.16229163,3.56324707,1.73457577,1,88,66,25,87,46.5,73,189.9066376,4.08401371,0.127289114,7.85613135,212.2498528,250.9295857,138.7920531,0.553111554,0.78111111,0.1,0.64,0.06944444,6.83333333,0.62649079,0.08,0.36096405,0.1,-0.03620127,0.14986028,11.86666667,-0.17037037,0.28148148,0.86666667,0.1
segment_461,1,0,78.58139535,38.95031573,-0.70605567,2.99675218,2.24840132,0,149,84,29.5,149,24,43,117.4802307,4.89500961,0.147824276,6.764788733,230.0086955,201.2213276,113.196642,0.562547934,0.6875,0.25,0.81818182,0.34375,9.25,0.75,0.125,0.5,0.25,-0.5,0.48739433,22,0,2.53125,0.75,0.25
segment_462,1,0,74.35652174,24.13339426,-1.33427678,5.06085018,1.72699636,1,120,78,26,119,72,115,301.2447327,4.18395462,0.099850839,10.01493839,245.2305038,221.5753732,149.1910956,0.673319843,0.48810954,0.30065359,0.78055556,0.4347046,6.62091503,1.59701813,0.19886582,0.68926624,0.24509804,-0.19188223,0.48817516,11.35130719,-2.11937088,12.74410236,0.55392157,0.19648693
segment_463,1,0,76.72357724,32.7628336,-0.63606586,2.39992297,2.23684262,5,127,85,51,122,79,123,318.901587,4.03672895,0.098801104,10.1213444,277.3048864,238.433638,171.0408375,0.71735196,0.27678571,0.28571429,0.88596491,2.23129252,6.23809524,2.19691478,0.14965986,0.61611623,0.28571429,-0.73570413,0.94569107,11.8452381,1.24635569,118.1634041,0.3452381,0.28571429
segment_464,1,0,75.10909091,33.15811856,-0.93402641,2.74546725,2.11063399,2,119,86.5,42.5,117,67.5,110,290.4163056,4.30246379,0.100284964,9.971584596,266.8070464,208.6379567,152.6940745,0.731861436,0.506661,0.29761905,0.62013575,1.06483844,7.57142857,1.29562255,0.16354875,0.67561664,0.29761905,-0.43341237,0.58852894,15.61309524,-1.86588921,47.68077103,0.5952381,0.29761905
segment_465,1,0,76.25773196,30.73675336,-0.95668584,3.27670893,2.08329222,1,125,80,39,124,56,97,261.9310242,4.67733972,0.101277274,9.873883429,260.9693469,250.7571921,157.0908795,0.626466097,0.75,0.05555556,0.98387097,0.57407407,7.77777778,0.76138638,0.0462963,0.21667414,0.05555556,-0.22645052,0.3170399,16.36111111,-7.14197531,48.30246914,0.80555556,0.05555556
segment_466,1,0,71.14851485,36.79711196,-0.72008734,2.18505849,2.15972133,0,121,82,49,121,58,101,273.2447327,4.71111608,0.098802317,10.12122012,275.116339,271.5351576,175.3964905,0.645943943,0.33693416,0.5,0.29816301,1.63657407,7.83333333,1.9039544,0.12037037,0.52277275,0.5,-0.84756105,0.95800253,16.90740741,-13.05555556,114.150463,0.44444444,0.5
segment_467,1,0,75.5326087,37.22360491,-0.9504118,2.41720939,2.03137321,0,120,91,40.5,120,57.5,92,241.1614716,4.19411255,0.111463052,8.971582828,259.0482581,231.4779332,167.338237,0.722912265,0.59242267,0.17105263,0.9125616,0.77399296,7.65350877,1.15686093,0.12713527,0.54758417,0.17105263,-0.35023153,0.55390642,17.26315789,1.30691883,55.03450363,0.71052632,0.17105263
segment_468,1,0,65.76470588,34.80792576,-0.53824685,2.09573099,2.18345652,3,133,78,54.75,130,39.5,68,183.2203461,4.63848977,0.121598938,8.223756059,267.0468124,243.4972538,154.6575887,0.635151265,0.3062963,0.46666667,0.38888889,1.32074074,5.82222222,1.793692,0.08,0.3236502,0.46666667,-0.56241244,0.70012386,10.77777778,-5.08780247,73.81035062,0.38333333,0.46666667
segment_469,1,0,45.17857143,32.98977501,0.081677,1.59409258,2.01109366,0,112,45.5,65.5,112,35,56,146.7939392,4.19411255,0.142866639,6.999534699,296.1418579,380.1026499,220.1469269,0.579177564,0.20963542,0.5625,0.75185777,1.12999132,5.14583333,2.41156016,0.2421875,0.977217,0.5625,-0.54316142,0.90545654,7.72916667,-4.20435475,38.71614131,0.3125,0.5625
segment_47,0,0,83.87850467,41.14294895,-0.70992998,2.07244724,2.41535101,1,138,98,70.5,137,64,107,285.2447327,4.45694895,0.099420807,10.05825669,241.4228655,257.6093948,219.1247084,0.850608374,0.31240741,0.47777778,0.27134746,1.34953704,8.05555556,2.02818124,0.11148148,0.49555439,0.47777778,-0.7687065,0.94481218,18.28888889,12.79382716,127.9850309,0.38888889,0.47777778
segment_470,1,0,47.80555556,29.1360024,0.00290461,1.97343291,2.15762251,2,108,49,46.75,106,48.5,72,182.9360749,3.77187783,0.134951105,7.410091235,297.6340034,342.7825332,232.0207174,0.676874388,0.19315019,0.44805195,0.7119883,0.70895176,5.35714286,2.71271657,0.26825772,0.98993741,0.37662338,-0.42717554,0.8417619,8.12012987,0.78558177,12.53943433,0.32467532,0.31412338
segment_471,1,0,48.12359551,25.52717003,0.04341261,2.07678873,2.01809858,4,106,51,41,102,56,89,232.6761902,4.15493197,0.114011065,8.771078515,314.0063694,317.7706226,222.4354683,0.699987514,0.31988426,0.51944444,0.62660318,0.69166088,5.66944444,1.95222101,0.30071759,0.93873823,0.43611111,-0.61043215,0.87017831,8.79444444,-0.60340239,8.71445486,0.40833333,0.36319444
segment_472,1,0,45.91139241,27.03780283,0.09380416,1.73963378,2.0419531,7,100,50,49.5,93,52,79,202.7350647,3.89875124,0.126089155,7.930896207,311.8108401,323.0844373,212.123693,0.656558065,0.19194444,0.51666667,0.70268339,0.85986111,5.28333333,2.6430058,0.21611111,0.89979337,0.51666667,-0.44302292,0.87099943,7.95,0.58362963,12.30566481,0.275,0.51666667
segment_473,1,0,50.61176471,27.36597033,0.23701237,2.31118424,2.13628829,4,119,53,43,115,49,85,229.646753,4.68666843,0.108054451,9.254593281,319.0062695,359.464147,207.9691622,0.578553283,0.1841716,0.73076923,0.71013825,1.26701183,5.65384615,2.63830544,0.12426036,0.49786373,0.73076923,-0.73626056,0.9613127,9,-0.1720528,34.18728336,0.24038462,0.73076923
segment_474,1,0,43.06097561,25.70866209,0.71616981,3.08976479,2.04195433,4,111,38,33.5,107,55,82,208.7350647,3.795183,0.125947881,7.939792162,318.9122136,388.4857331,234.8665219,0.604569233,0.28385417,0.25,0.85311932,1.26302083,5.625,2.06082676,0.1875,0.81127812,0.25,-0.60581202,0.90334263,9.70833333,-0.765625,34.90559896,0.41666667,0.25
segment_475,1,0,46.41791045,26.99593626,0.30343496,2.08073817,2.04132168,5,105,44,43.5,100,45.5,67,169.6223664,3.7279641,0.140970264,7.093694603,288.9013673,391.9273167,205.628304,0.524659281,0.46964668,0.5070028,0.60371631,0.42942471,5.12885154,1.69053616,0.15521503,0.64532048,0.41176471,-0.25518027,0.55488458,7.07282913,0.36946306,3.9934924,0.54201681,0.32843137
segment_476,1,1,47.72580645,30.49599093,-0.27409516,1.75648831,1.99819854,0,108,55,59.25,108,37.5,62,164.5929291,4.38914478,0.131889248,7.582119207,263.4919354,267.492557,210.9628845,0.788668241,0.6625,0.1625,0.91555944,0.47484375,4.8625,0.98164741,0.106875,0.44555718,0.1625,-0.29029364,0.4439218,7.725,0.4449375,21.53855781,0.74375,0.1625
segment_477,1,1,58.21428571,29.9751768,-0.66076411,2.33724898,1.93535328,0,108,64.5,36.5,108,49,70,174.7939392,3.56722325,0.141963469,7.044065699,273.4117774,307.5408589,224.5353254,0.730099169,0.47578125,0.3125,0.77570489,0.715,4.9,1.51596628,0.171875,0.70281953,0.3125,-0.50586984,0.66973833,7.275,-3.702,23.30855,0.5875,0.3125
segment_479,1,1,49.90277778,32.75208209,-0.15656809,1.7006684,2.08702125,1,107,52.5,66.25,106,45,72,188.7350647,4.19411255,0.125996533,7.936726331,275.0290894,270.3835696,164.8855101,0.609820746,0.40538194,0.27083333,0.8635196,1.31206597,5.77083333,1.49019427,0.14409722,0.60345421,0.27083333,-0.86081681,0.93746774,9.89583333,-4.46325231,60.56333189,0.5,0.27083333
segment_48,0,0,80.34343434,35.30535245,-0.70782415,2.33898192,2.26656052,0,133,93,58.5,133,62.5,99,258.4751801,4.13560288,0.108424167,9.223036045,245.1224184,249.6471397,241.562725,0.967616634,0.29230469,0.18125,0.82535688,1.33263672,5.91875,2.09362381,0.13429688,0.60929048,0.18125,-0.55056602,0.86033801,11.01875,-17.51882227,123.5346611,0.45,0.18125
segment_480,1,1,54.15492958,33.92105495,-0.05068735,2.48996642,2.14930056,0,146,61,42.5,146,50,71,176.7939392,3.53587878,0.141782478,7.053057728,267.2264957,272.8359639,154.6312377,0.566755333,0.55054085,0.21014493,0.89689296,1.33731972,6.11835749,1.33115921,0.12114052,0.51954312,0.21014493,-0.4857963,0.61054208,10.66425121,-4.1679609,95.99526043,0.647343,0.21014493
segment_481,1,1,57.22580645,30.53206636,-0.45263496,2.46820673,2.11824948,0,110,62.5,31,110,36,62,167.0782105,4.6410614,0.127302334,7.8553155,257.7013776,237.4175497,162.7571486,0.685531246,0.63310185,0.08333333,0.98135198,1.04108796,5.13888889,0.88943194,0.0625,0.27042604,0.08333333,-0.66666667,0.63388333,7.69444444,1.51350309,43.24416474,0.72222222,0.08333333
segment_482,1,1,85.78787879,29.45593275,-0.86805219,3.79833376,2.17978364,0,143,87,32.25,143,42.5,66,170.9360749,4.02202529,0.135196569,7.396637418,267.0973605,326.113986,145.0768094,0.44486534,0.32237862,0.25,0.92,0.90521694,8.29545455,1.99701511,0.125,0.5,0.25,-0.79465354,0.94367677,18.14204545,-0.09015778,25.41441201,0.39772727,0.25
segment_483,1,1,63.55932203,28.43980928,-0.37376699,2.30892881,2.20061831,1,111,66,41,110,37,59,154.4507935,4.17434577,0.139609718,7.162825149,258.6426106,282.1994578,125.1423059,0.443453389,0.36666667,0.4,0.57683336,0.76166667,5.8,1.75214196,0.22,0.90730936,0.4,-0.4928317,0.74422934,9.36666667,-0.544,14.79206667,0.53333333,0.4
segment_484,1,1,57.63380282,23.30401612,-0.96062074,3.3248527,1.80512989,0,94,64,30,94,44.5,71,185.9066376,4.17767725,0.127200858,7.86158218,261.0383114,288.1029385,110.4675934,0.383430985,0.70792899,0.05128205,0.87962963,0.12433925,7.40512821,0.7368178,0.0433925,0.20646073,0.05128205,-0.44280769,0.51317653,13.89230769,-0.09669185,0.75700434,0.80512821,0.05128205
segment_485,1,1,76.5,27.83003539,-1.06121283,3.76537509,2.16711391,2,128,82.5,30.5,126,25,46,126.7939392,5.07175757,0.139790108,7.153581978,256.8988128,268.7050865,118.8321078,0.44223989,0.421875,2.125,-0.26666667,0.6171875,9.625,1.375,0.09375,0.40563906,1.125,-0.58322629,0.72580314,22.75,-0.140625,0.38476562,0.5,0.25
segment_487,1,1,51.98039216,28.56536378,-0.08872793,1.56259619,1.92965495,0,94,51,58,94,36.5,51,126.0243866,3.45272292,0.169940453,5.884414109,322.4903099,326.7703692,284.8365634,0.871671945,0.40744579,0.1875,0.66197183,1.24071269,4.90178571,1.55511407,0.1171875,0.477217,0.1875,-0.55272701,0.69333515,7.22321429,-3.65537878,42.78568485,0.53571429,0.1875
segment_488,1,1,56.75806452,32.60006208,-0.36368385,1.6251841,1.93743713,3,107,67.5,58.75,104,44.5,62,152.9949494,3.43808875,0.15456382,6.469819383,319.812445,304.9439215,266.7900564,0.874882355,0.56221065,0.15277778,0.7665181,0.70008681,6.29166667,1.22590911,0.11053241,0.48728676,0.15277778,-0.26668499,0.43869963,10.58333333,-3.71484375,25.06789822,0.63888889,0.15277778
segment_489,1,1,41.82758621,32.47605905,0.22630793,1.69839469,2.07807511,0,102,40.5,59.25,102,42.5,58,141.6812409,3.33367626,0.163112425,6.130740796,319.7577208,349.0695393,327.6785316,0.938719925,0.68768519,0.16666667,0.8,0.32555556,5.13333333,0.99305797,0.08333333,0.33333333,0.16666667,-0.3809159,0.42938342,8.13888889,3.88266667,22.91795556,0.72777778,0.16666667
segment_49,0,0,65.2,39.14438755,-0.1990966,1.6536133,2.36783321,1,126,71.5,69.5,125,86,130,332.901587,3.87094869,0.09875027,10.12655458,280.5779749,262.5742922,255.9744075,0.974864696,0.32159532,0.62339744,0.26045707,1.4905676,7.20352564,2.14840739,0.22595383,0.58629479,0.5400641,-0.80603278,0.95904692,14.87339744,-2.69980438,96.93696956,0.42467949,0.46714744
segment_490,1,1,40.56756757,32.8876388,0.04306984,1.31292814,1.86376553,0,88,45,68,88,24.5,37,94.71067812,3.86574196,0.185263143,5.397727701,321.726592,383.5619721,273.5995009,0.713312374,0.84986226,0.03030303,0.98841496,0.43595041,3.12121212,0.45617418,0.02754821,0.146499,0.03030303,-0.25866822,0.30251667,3.03030303,4.41773103,21.60285044,0.90909091,0.03030303
segment_491,1,1,50.45762712,27.27469929,-0.37287592,2.00323029,1.96959073,1,96,52,38,95,44.5,59,142.0243866,3.19155925,0.166502982,6.005898451,307.0016287,301.7239296,265.0456857,0.878437736,0.19973693,0.35714286,0.71982116,0.61607143,5.25,2.63595453,0.20918367,0.87479763,0.35714286,-0.411364,0.83845799,7.46875,-0.77678571,9.99553571,0.30803571,0.35714286
segment_493,1,0,42.39583333,28.49469218,0.00100043,1.85486834,1.89708071,0,99,41,45,99,30.5,48,124.9949494,4.09819506,0.15662547,6.384657624,242.1672975,284.0780961,80.24192961,0.282464332,0.37416667,0.38333333,0.79184704,0.90152778,5.11666667,1.52296327,0.15611111,0.69364571,0.38333333,-0.76420143,0.8924277,7.26666667,-4.54562963,23.60499815,0.41666667,0.38333333
segment_494,1,0,47.28205128,31.38425926,-0.03194443,2.15017671,2.15269769,0,107,54,45,107,21,39,107.8233765,5.1344465,0.15066128,6.63740546,258.4434174,321.1854714,91.73935148,0.285627339,0.5,0.66666667,-0.14285714,0.41666667,6,1.12581458,0.11111111,0.45914792,0.66666667,-1,0.94404582,11.33333333,1,3,0.58333333,0.66666667
segment_497,1,0,51.39622642,28.0594649,-0.45344212,2.49209544,1.71865762,0,106,57,20,106,31.5,53,141.6223664,4.49594814,0.140484484,7.118223792,284.0422504,305.9003299,94.08869228,0.307579571,0.55864198,0.61111111,-0.17307692,0.28549383,6.38888889,1.10432448,0.08641975,0.38210225,0.61111111,-0.83894572,0.88637826,10.27777778,-1.08504801,3.43255601,0.63888889,0.61111111
segment_498,1,0,50.125,25.89290846,-0.34318214,2.30783771,1.95914792,2,91,50,35,89,13.5,24,65.39696962,4.84421997,0.199165537,5.020948977,197.6992666,234.1296043,94.61835946,0.404128131,0.5,0.5,0,0.25,5,1,0,-3.20E-16,0.5,-1,0.9298735,6.25,0,0.5,0.5,0.5
segment_5,1,0,74.93617021,47.91988183,-0.49303501,1.84449881,2.29386316,0,140,82,91.5,140,27,47,127.137085,4.70878093,0.144882044,6.902166565,253.4501924,330.1486283,227.3361713,0.688587357,0.62268519,0.16666667,0.96666667,1.5,6.33333333,0.97276528,0.08333333,0.33333333,0.16666667,-0.61904762,0.63055102,11.83333333,-3.83333333,68.16666667,0.72222222,0.16666667
segment_50,0,0,64.17,34.20352467,-0.26373967,1.68454484,2.19614286,3,117,74.5,61.25,114,64.5,100,258.8183259,4.01268722,0.109999261,9.090970204,250.7847683,264.2448116,208.9029428,0.790565921,0.3535396,0.48653199,0.17924706,0.65028866,6.72895623,1.84876934,0.1164592,0.51214787,0.48653199,-0.62523877,0.85208955,12.62962963,2.81403808,21.32236462,0.44781145,0.48653199
segment_500,0,0,80.17142857,34.70157322,-1.09821336,2.97299109,1.84903629,1,124,94,25.5,123,22,35,91.53910524,4.16086842,0.181639212,5.505419169,159.0031446,147.8989626,138.2040835,0.934449309,0.6015625,0.4375,0.82874618,0.63867188,5.8125,1.32781953,0.2421875,0.70281953,0.3125,-0.16589912,0.40382281,9.6875,-5.27929688,31.47229004,0.6875,0.203125
segment_502,0,0,67.71794872,26.19546713,-1.2188077,4.12141109,1.82925255,0,109,74,25,109,23,39,104.509668,4.54389861,0.162671841,6.147345437,228.3725027,198.7155228,176.0198245,0.885787995,0.546875,0.29166667,-0.17142857,0.12413194,7.70833333,1.15645365,0.20486111,0.86478698,0.29166667,-0.06102047,0.26413317,14.83333333,-0.08391204,0.07805266,0.70833333,0.29166667
segment_51,0,0,73.5,27.16268403,-0.70194871,2.68705752,2.11842076,2,125,81,37,123,71.5,114,298.4163056,4.17365462,0.100446638,9.955534841,260.0480725,278.4539425,203.058292,0.729234753,0.66901316,0.10394737,0.902017,0.42406337,8.14605263,1.04148446,0.07651662,0.34218484,0.10394737,-0.2768248,0.42580171,17.28815789,-2.28399504,22.40130765,0.75789474,0.10394737
segment_513,1,0,59.80952381,25.62665846,-0.54945761,2.53992312,2.02809169,8,106,67,27,98,11.5,21,57.74011537,5.0208796,0.208197833,4.80312396,223.9464222,212.6795594,194.8135315,0.915995557,0.5,2,-1,0.5,7.33333333,1,0,-3.20E-16,1.33333333,-1,0.9298735,13,0,0,0.5,0.75
segment_515,1,1,52.65384615,31.70894354,0.31125299,2.53849474,2.11685651,1,127,45,43,126,19,26,63.59797975,3.34726209,0.242962033,4.115869417,136.0147051,117.4894033,94.66567079,0.805737949,0.5154321,0.05555556,0.93959732,0.34104938,3.72222222,1.23801181,0.04938272,0.25162917,0.05555556,-0.80589573,0.89047792,4.05555556,2.10013717,6.82761774,0.66666667,0.05555556
segment_516,1,1,69.71428571,29.24468671,-0.60302569,2.68632817,2.01259512,11,120,75,33,109,11.5,21,57.74011537,5.0208796,0.208197833,4.80312396,144.0312466,184.5327763,107.954509,0.585015362,0.375,0.5,-0.33333333,0.1875,9.5,1.5,0.25,1,0.5,-0.15106564,0.46624404,22.5,0,0.0625,0.5,0.5
segment_517,1,1,74.76923077,32.49651779,-0.89331719,2.67598452,1.95006376,5,113,86,39,108,8.5,13,33.45584412,3.93598166,0.308917423,3.237111042,51,62.19007667,41.26567463,0.663541144,0.375,0.5,-0.33333333,0.1875,9.5,1.5,0.25,1,0.5,-0.15106564,0.46624404,22.5,0,0.0625,0.5,0.5
segment_519,1,1,100.5434783,26.72582737,-1.50338041,5.51170095,1.88281145,3,148,108,24.5,145,57.5,92,241.1614716,4.19411255,0.111463052,8.971582828,250.6391829,336.1151813,118.8425783,0.353576943,0.42125,0.39444444,-0.02427746,0.2169213,9.96111111,1.59085992,0.23324074,0.95078796,0.39444444,-0.14840025,0.46555579,24.85555556,-0.30605864,1.82360177,0.58888889,0.39444444
segment_52,0,0,75.33950617,33.1018189,-0.60737523,2.24773349,2.31274712,1,130,81.5,47.75,129,112.5,162,404.8427125,3.59860189,0.092874153,10.76725833,281.4977797,311.9010154,224.0857178,0.718451389,0.30570988,1.25555556,0.11506589,1.0929784,6.44444444,2.09790012,0.15882716,0.66368966,0.75555556,-0.57220165,0.82096054,11.10833333,-1.05672154,39.40335791,0.40277778,0.31805556
segment_527,1,1,68.10679612,27.91419329,-0.92195817,3.07330171,1.89545077,0,112,74,39.5,112,67.5,103,264.8183259,3.92323446,0.109978751,9.092665556,273.4410357,235.2389628,208.936981,0.888190368,0.62856933,0.06613757,0.93755843,0.33843013,5.14021164,1.06083892,0.05830604,0.3004054,0.06613757,-0.42819435,0.5827024,8.17460317,-3.23162579,18.50772212,0.75132275,0.06613757
segment_528,1,1,60.45454545,35.92833612,-0.42606729,1.82693685,2.16263029,1,116,68,61,115,52.5,77,194.5929291,3.70653198,0.131995015,7.576043709,369.7701989,389.6050697,218.8836585,0.561809061,0.36712151,0.37280702,0.46401439,1.16910973,5.97807018,1.72176733,0.08879655,0.38688626,0.37280702,-0.84068223,0.94376585,10.25730994,-6.91554216,54.14202495,0.42397661,0.37280702
segment_53,1,1,76.70408163,36.2494783,-0.70935913,2.22924464,2.13199592,0,123,90.5,52.75,123,61.5,98,256.4751801,4.17032813,0.108391979,9.22577489,318.1980515,371.6293756,221.4015942,0.595759132,0.71846065,1.34722222,0.32097812,0.52068866,5.09722222,0.64345107,0.01331019,0.0832941,0.68055556,-0.60773052,0.59434806,8.70833333,-1.88797261,6.58868333,0.76388889,0.09722222
segment_530,1,1,66.92156863,32.41994251,-0.57696682,2.19799298,2.24562276,3,107,72,48.5,104,31,51,135.137085,4.35926081,0.146053252,6.846817747,215.4065923,238.617697,182.1795927,0.763478967,0.20216049,0.77777778,0.60686695,0.9845679,7.55555556,2.41829583,0.12345679,0.49553803,0.77777778,-0.67096397,0.91061366,14.94444444,-0.99862826,14.85779607,0.23611111,0.77777778
segment_531,1,1,75.05357143,36.43703946,-0.5479696,2.23608314,2.29257359,2,128,76.5,46,126,32.5,56,150.9360749,4.64418692,0.133891671,7.468724491,286.7141434,248.3412686,230.0444324,0.926323819,0.1875,0.58333333,0.61780822,1.03819444,6.91666667,2.50162917,0.23611111,0.95914792,0.58333333,-0.59985113,0.9192963,12.75,-0.62962963,30.51273148,0.25,0.58333333
segment_533,1,0,68.10679612,27.91419329,-0.92195817,3.07330171,1.89545077,0,112,74,39.5,112,67.5,103,264.8183259,3.92323446,0.109978751,9.092665556,273.4410357,235.2389628,208.936981,0.888190368,0.62856933,0.06613757,0.93755843,0.33843013,5.14021164,1.06083892,0.05830604,0.3004054,0.06613757,-0.42819435,0.5827024,8.17460317,-3.23162579,18.50772212,0.75132275,0.06613757
segment_534,1,0,60.45454545,35.92833612,-0.42606729,1.82693685,2.16263029,1,116,68,61,115,52.5,77,194.5929291,3.70653198,0.131995015,7.576043709,369.7701989,389.6050697,218.8836585,0.561809061,0.36712151,0.37280702,0.46401439,1.16910973,5.97807018,1.72176733,0.08879655,0.38688626,0.37280702,-0.84068223,0.94376585,10.25730994,-6.91554216,54.14202495,0.42397661,0.37280702
segment_536,1,0,66.92156863,32.41994251,-0.57696682,2.19799298,2.24562276,3,107,72,48.5,104,31,51,135.137085,4.35926081,0.146053252,6.846817747,215.4065923,238.617697,182.1795927,0.763478967,0.20216049,0.77777778,0.60686695,0.9845679,7.55555556,2.41829583,0.12345679,0.49553803,0.77777778,-0.67096397,0.91061366,14.94444444,-0.99862826,14.85779607,0.23611111,0.77777778
segment_537,1,0,75.05357143,36.43703946,-0.5479696,2.23608314,2.29257359,2,128,76.5,46,126,32.5,56,150.9360749,4.64418692,0.133891671,7.468724491,286.7141434,248.3412686,230.0444324,0.926323819,0.1875,0.58333333,0.61780822,1.03819444,6.91666667,2.50162917,0.23611111,0.95914792,0.58333333,-0.59985113,0.9192963,12.75,-0.62962963,30.51273148,0.25,0.58333333
segment_538,1,1,76.18604651,31.53606707,-1.02719685,2.93504212,1.91460548,1,118,87,39.5,117,23,43,119.137085,5.17987326,0.142699312,7.007742249,295.9408725,363.7652892,180.1951165,0.495360942,1,0,1,0,9,-3.20E-16,0,-3.20E-16,0,0,0,20.5,0,0,1,0
segment_54,1,1,70.01388889,34.57379108,-0.49548413,1.95397925,2.27331581,1,113,75,57.5,112,40,72,197.019336,4.9254834,0.113795759,8.787673717,328.823661,269.1178774,211.3651983,0.785400065,0.56,0.17777778,0.88712522,0.82444444,5.73333333,1.25785242,0.12740741,0.54674131,0.17777778,-0.62578883,0.64948832,11.02222222,-1.67466667,37.48373333,0.62222222,0.17777778
segment_541,1,1,65.43636364,29.4196988,-0.59964802,2.26936404,2.11030689,3,104,70,50.5,101,35.5,55,142.3086579,4.00869459,0.148418414,6.737708445,279.0071684,346.2267182,121.9262308,0.352157197,0.68622449,0.07142857,0.88709677,0.15816327,5.57142857,0.86726496,0.06122449,0.29583639,0.07142857,-0.26851119,0.42430029,8.5,0.04373178,0.9060808,0.71428571,0.07142857
segment_542,1,1,61.890625,26.71324413,-0.69805351,2.50803544,1.88093183,2,98,68.5,40.25,96,43,64,162.7939392,3.78590556,0.14279103,7.00324101,149.966663,164.5237347,117.0803147,0.711631759,0.74048443,0.15686275,0.91904762,0.32295271,6.78431373,0.86912959,0.08304498,0.33250085,0.15686275,-0.16233342,0.30061967,11.94117647,-1.68695298,8.58696615,0.80392157,0.15686275
segment_545,1,0,61.52272727,30.45748799,-0.14638375,2.01923349,2.24806287,4,118,59,43.25,114,26.5,44,116.9949494,4.41490375,0.155977069,6.411198815,216.0833173,269.3498828,136.8311537,0.508005247,0.22222222,0.66666667,0.69662921,1.09876543,8.22222222,2.32440939,0.22222222,0.91829583,0.66666667,-0.4433508,0.85670317,17.66666667,-14.94101509,83.95153178,0.27777778,0.66666667
segment_549,1,0,52.33333333,32.45966158,0.76230291,3.21401721,2.26993995,2,140,44,37,138,14,27,75.53910524,5.39565037,0.175588922,5.695120093,188.915325,219.7754003,76.10077284,0.34626611,0.75,0.33333333,0.86666667,0.41666667,4.33333333,0.66666667,0,-3.20E-16,0.33333333,-0.33333333,0.33026662,6,0,5.33333333,0.75,0.33333333
